
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
5600.37	4463.38	8761.49	2539.17	7869.6	5525.65	1397.22	822.768	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
3028.17	6976.42	5597.99	1705.4	2821.28	6658.29	1780.56	1555.24	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
833.407	9921.54	6784.57	8600.64	8513.54	4505.46	2195.6	1460.32	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
2092.3	3832.6	902.019	6813.49	5646.6	185.249	9962.04	1304.52	
8066.21	3548.52	9235.31	3272.66	770.2	3618.73	7043.38	1603.6	
3540.27	3827.95	204.248	2053.81	8333.42	2399.84	3514.13	9987.19	
401.922	6340.66	4354.69	5108.33	823.641	9901.48	3699.94	2905.96	
3787.85	4603.68	9687.25	9432.95	4785.15	9649.29	751.192	2865.06	
3204.81	9972.78	6124.02	3980.41	3597.33	3180.54	5571.61	7131.79	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3863.32	5122.49	3864.41	5122.35	3863.47	5115.66	3863.39	5118.04	
4441.71	4816.82	4252.99	5544.75	3756.79	5208.12	3779.23	4747.29	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
8401	2096.38	5547.84	5237.81	2488.75	3228.56	8621.84	6855.3	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
8348.36	5190.44	4503.64	1396.88	7788.54	3947.82	7790.34	8735.85	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
9039.88	6663.9	5566.51	9324.83	3767.83	4992.18	8642.85	2530.68	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
2484.15	3547.92	5321.89	4111.66	7856.35	9322.45	8687.83	7786.14	
8736.39	8934.88	9197.73	6510	6261.74	7120.43	9767.07	5301.62	
3784.33	5333.58	4626.45	7552.15	325.769	3269.3	82.8317	513.07	
6434.12	3677.7	8798.27	3530.65	5376.18	6243.89	1212.94	7831.3	
9806.49	6486.25	1994.4	7639.59	5820.93	693.552	5448.98	4561.48	
9608.58	4647.3	1077.94	5870.44	1776.14	849.342	1182.35	5551.69	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.76	5120.9	3862.83	5122.75	3862.76	5116.61	3862.56	5118.51	
3505.48	5196.73	4461.71	5455.58	3908.49	5520.86	4265.31	4824.06	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
5154.54	9340.36	3125.11	1909.42	3722.03	3581.27	3700.72	6204.3	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
9246.99	7302.02	2829.16	3594.61	1120.07	6291.24	9301.1	6141.72	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
3507.02	5822.1	6692.15	9467.95	5658.19	1181.37	752.662	5411.97	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
1882.21	787.059	2063.28	3539.57	7345.6	1908.68	9353.52	4971.36	
9244.72	3518.39	2542.94	1657.1	8202.23	5190.21	851.26	1709.25	
1012.32	7543.41	1177.2	6670.51	8724.77	1929.86	2082.48	7408.12	
5397.29	1000.43	6905.85	5294.81	9553.17	2760.85	6738.97	1547.79	
3517.89	8845.06	5036.1	878.974	767.373	4395.3	5831.27	9998.46	
7907.57	8374.2	1665.02	6110.34	3570.33	2519.97	7819.44	4577.44	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.22	5120.97	3863.46	5121.43	3862.74	5117.84	3863.6	5118.24	
4213.92	5066.31	3933.35	4882.27	3478.52	5304.09	4414.8	5316.68	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
5175.68	3874.04	7822.04	4904.46	8442.84	7887.05	1070.85	9074.78	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
4796.81	5179.72	1165.04	4063.98	3512.23	1880.93	3606.49	4151.38	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
2657.37	9213.99	852.457	3353.49	409.814	7655.18	9396.8	5292.05	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
7935.14	8328.98	7200.73	3719.33	1993.45	6416.24	4655.96	5797.89	
8423.99	804.561	6556.09	2279.02	9087.97	9798.22	1244.29	1745.34	
9012.2	2096.75	5098.83	9422.02	9751.93	4495.64	4714.07	2590.36	
4792.16	3985.6	8848.25	6661.69	6757.82	9226.42	4728.89	4741.33	
7581.68	1951.81	8455.4	9600.83	8355.24	3124.9	5398.72	6766.47	
3919.89	1968.45	9058.24	3017.04	1762.08	319.078	4749.23	780.362	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
-5.22749e+09	4.52354e+10	1.00312e+11	6.63038e+10	2.81852e+10	1.01779e+11	1.66255e+10	9.60074e+10	
5.53437e+18	2.94165e+19	1.21536e+19	7.02038e+17	2.49684e+19	8.18802e+18	3.87604e+19	-7.17516e+18	
1.07199e+22	-3.05201e+21	4.13847e+21	6.08345e+21	2.25213e+21	5.58703e+21	9.61413e+21	8.49292e+21	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
1.72775e+22	1.12069e+23	-1.78988e+22	6.5417e+22	1.00213e+23	1.95897e+22	4.25573e+22	-1.63654e+22	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
1.33945e+23	7.06824e+22	3.41719e+21	9.69535e+22	1.25108e+23	6.79623e+22	1.08003e+23	-1.83071e+22	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
1.06237e+23	1.17232e+23	-4.7344e+21	-1.48478e+22	1.33824e+23	9.14683e+22	9.13881e+22	1.24942e+23	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
6.68978e+22	-3.88627e+21	7.40409e+22	1.12579e+23	1.2368e+23	-7.00484e+20	3.11468e+22	1.03536e+23	
1.20157e+22	3.20177e+22	3.34062e+22	2.92945e+22	6.47004e+22	-3.19946e+21	2.68265e+22	1.56031e+22	
-2.35055e+22	4.60038e+22	3.0405e+22	1.30516e+23	-1.32609e+21	-3.19933e+22	1.1017e+23	5.06442e+22	
1.23663e+23	4.19879e+22	9.14891e+22	2.40487e+22	1.26625e+23	1.35798e+23	1.05534e+22	3.96416e+22	
-3.66016e+21	1.08627e+23	6.26031e+21	1.39218e+23	1.44255e+23	5.92311e+22	9.84346e+22	1.88955e+21	
1.30289e+23	-2.03421e+22	6.08489e+22	3.90917e+22	1.37549e+22	1.09984e+23	8.55016e+22	1.10099e+22	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
3862.96	5121.57	3863.33	5122.11	3862.76	5116.82	3862.14	5118.96	
